selected_stock,leg_stock,pvalue
CLX,SBUX,0.033295634
INTC,PNC,0.033307237
ALK,FIS,0.033307399
PKG,SPGI,0.033309634
CRL,VLO,0.033311382
HON,IEX,0.033314767
EXPE,MAR,0.033318582
BAX,LNT,0.033323402
CCL,DIS,0.033326559
FITB,MKTX,0.033342813
PWR,SRE,0.033344488
AKAM,STE,0.033348744
MGM,MTCH,0.033361098
COF,MCHP,0.033363366
MRK,PTC,0.033369753
PEG,USB,0.033386943
ED,VRSN,0.033392291
AMD,DXC,0.033394293
MOH,NVR,0.033394914
D,TECH,0.033398642
DUK,HON,0.033404593
CE,TFC,0.033405439
ES,MDLZ,0.033405696
ECL,MSI,0.033421503
AEP,IEX,0.033421915
EVRG,TSN,0.033425284
AAP,COF,0.033430359
CBRE,MTCH,0.033437743
TAP,WST,0.033438644
MGM,TRV,0.033440175
SPG,SWK,0.03345531
MDLZ,PTC,0.03346541
BLK,JPM,0.033468896
CBRE,TER,0.033486302
AEP,RJF,0.033491729
ON,WBA,0.033506999
LNC,MET,0.033507977
BKNG,CBRE,0.033510205
BKNG,PCAR,0.033525856
ADBE,WST,0.033526623
DHR,NVR,0.033530288
PG,TROW,0.03353111
CCL,NEE,0.03356912
CBRE,EXR,0.033573527
HUM,XRAY,0.033575882
CMCSA,IPG,0.03357945
FDS,IFF,0.033583701
CLX,NWL,0.033587385
DTE,USB,0.033590223
KMX,TER,0.033598231
MGM,VFC,0.033606846
MA,RE,0.033610006
LNT,TXN,0.033617737
ALL,TECH,0.033624808
MAS,TDG,0.033625919
DUK,TROW,0.033639908
BSX,SCHW,0.033644223
CLX,WAT,0.033644344
APD,MRK,0.033645348
IRM,TECH,0.033654718
IT,PG,0.033674532
DAL,FDX,0.033682713
KMX,TROW,0.033685699
MGM,STE,0.033695668
AFL,MRK,0.033705642
APH,BRK-B,0.033709401
GIS,MA,0.033714741
IEX,RJF,0.033718095
BRK-B,PKG,0.033722362
DXCM,MHK,0.033737102
PCAR,ZBH,0.033754482
AMD,BK,0.033755192
BKNG,LH,0.033764853
ROP,VZ,0.033776193
LNT,ROST,0.033777144
IFF,XEL,0.033780731
FISV,JPM,0.033780954
NUE,SYK,0.033791927
ES,SNPS,0.033827964
AMD,APA,0.033841459
NDAQ,SYK,0.033845089
CPB,WM,0.033860926
CPRT,DPZ,0.033864379
PNW,TFC,0.033876195
LH,STZ,0.033878912
CCL,RJF,0.033886616
AMD,ARE,0.033893134
CRM,LYV,0.033908713
AMD,HES,0.033911394
BIO,DTE,0.033919945
EFX,PCG,0.033920539
DGX,GEN,0.033920719
EXPE,LH,0.03393045
FITB,TTWO,0.033942287
ANSS,UDR,0.033944323
ADM,ALL,0.033944938
CB,MMC,0.033950268
AAL,ALL,0.033954988
KMX,TGT,0.033956294
ANSS,KMB,0.033956323
GPC,WY,0.033961919
DLTR,WTW,0.03396277
CCL,MNST,0.033962891
LOW,MDT,0.03396556
ALK,NVR,0.033966948
KMB,LH,0.033968807
IRM,LNT,0.033971701
ES,VZ,0.033982866
DXCM,PEG,0.033983718
MAR,ODFL,0.033984786
DTE,WTW,0.033985163
ALL,LYV,0.033989283
EXPD,TMUS,0.03399489
CDNS,DXCM,0.033995937
CME,MLM,0.03400308
A,BKNG,0.034009002
BBWI,BF-B,0.034011276
LNT,TER,0.034021286
CHD,PGR,0.034023361
GS,SCHW,0.03403153
APH,CBRE,0.034031941
LHX,LMT,0.034032944
BRO,CAG,0.034045422
IDXX,LRCX,0.034056933
MS,NEE,0.034057727
AMT,WRB,0.034065262
PEP,VLO,0.034068039
ACGL,TER,0.03406809
BDX,EXPE,0.034070235
BDX,FIS,0.034071799
F,OXY,0.034072709
APH,SNA,0.034074965
LLY,ROP,0.034079625
APH,MHK,0.034080594
AAP,CNC,0.03408818
CRM,TRV,0.034091745
NKE,REGN,0.034097612
DLTR,EQR,0.034097759
MS,NFLX,0.034098545
VRSN,WAT,0.034098627
PHM,T,0.034105611
MGM,ROP,0.034111609
CBRE,WMB,0.034114147
ROP,TMUS,0.034130015
ATVI,BSX,0.034146921
AAP,MOH,0.034151135
ADSK,BIO,0.034155858
DHR,DUK,0.034178487
COF,ZBH,0.034178896
COF,WRB,0.034189877
AMD,NUE,0.034201945
MS,ZION,0.034203882
CPT,MCHP,0.034204114
HST,PG,0.034204381
ANSS,EMN,0.034206114
CBRE,NFLX,0.034210711
TER,WELL,0.034211771
AOS,SPGI,0.034230106
AMD,GE,0.034230467
ALGN,PEP,0.034231623
PG,ROK,0.034241224
AMD,PRU,0.03424376
AMP,RTX,0.034244849
AOS,PCG,0.034245041
GEN,PAYX,0.034254028
AMD,CME,0.034256373
IEX,MCO,0.034261045
ESS,TRV,0.034274597
IFF,UPS,0.034278347
EBAY,TJX,0.034279764
PNW,TER,0.034288457
ABT,RHI,0.034322413
MAS,VRSN,0.034328558
ACGL,WTW,0.034330605
ANSS,GPC,0.034332807
DHI,ODFL,0.03434594
AES,DE,0.034347834
INTU,WTW,0.03435002
MGM,WDC,0.034352221
DPZ,TECH,0.034355591
AXP,MTCH,0.034366567
MMM,PTC,0.034376888
AMD,HST,0.034386168
DPZ,PCG,0.034389089
ALGN,WEC,0.034392171
D,TJX,0.034392366
AAP,SWKS,0.034396117
CBRE,CHRW,0.034399202
DTE,FIS,0.034412073
AAP,APH,0.034419076
JNJ,VMC,0.034419823
DD,IEX,0.034428643
EXPD,RSG,0.034429032
AZO,TYL,0.034429343
ICE,XEL,0.034430593
DPZ,PEP,0.034434295
CNC,TECH,0.034437708
AVY,TECH,0.034441047
BDX,NEE,0.034444421
LUV,TAP,0.034459128
IRM,NEE,0.034461068
BALL,TER,0.034468641
HSY,TROW,0.034470576
HBAN,HSY,0.034474567
FIS,WEC,0.034480837
CDNS,ELV,0.034486213
CE,ES,0.034486627
INCY,WFC,0.034489543
LEN,RJF,0.034495822
MS,ON,0.034498168
BXP,CDNS,0.034500907
AMAT,NUE,0.034512472
IPG,JPM,0.034521327
ADSK,OMC,0.034521936
MRK,PNC,0.034523519
AMD,EA,0.034528011
CBRE,FMC,0.034532701
CMS,CPT,0.034534695
REG,TECH,0.034559107
AAP,CAH,0.034563849
EMN,PHM,0.034574173
NEE,UPS,0.034575397
CBRE,KR,0.034584591
DISH,TROW,0.034586546
AAL,MRK,0.034588371
AMD,PLD,0.034591675
PEG,SYY,0.034596628
DD,GL,0.034597294
ECL,HBAN,0.034598285
EW,XEL,0.034621058
GOOG,STZ,0.034630087
MS,UPS,0.034638443
ECL,PTC,0.0346396
APH,HON,0.034670282
ATO,BDX,0.034671383
TECH,WAT,0.034671572
CB,WAT,0.034686081
LNT,XRAY,0.034694839
AFL,COF,0.034716653
AAPL,BALL,0.034717203
AMT,BXP,0.034719676
LEN,RTX,0.03472977
APD,CMA,0.034732645
TDG,VMC,0.034733636
NUE,TMUS,0.034738377
COST,RJF,0.034741922
APD,MCHP,0.034744615
IVZ,PPG,0.034744808
SHW,TGT,0.03474684
LYV,RJF,0.03475076
INTU,KLAC,0.034752891
CSGP,PG,0.034767109
BMY,SBAC,0.034778124
BRO,IDXX,0.034779527
FIS,WAT,0.034783747
CI,EXR,0.034796777
CMS,WTW,0.034799756
RJF,SRE,0.034807948
FITB,GWW,0.034808663
BMY,PPG,0.034812594
COF,MO,0.03481497
HOLX,VLO,0.034818953
CCL,ITW,0.034824444
MGM,SPG,0.034827011
MKC,WTW,0.034833892
DIS,TEL,0.034839627
PCAR,RE,0.034853579
EFX,NOC,0.034854574
KLAC,TXN,0.034855121
CSGP,TJX,0.034855547
IEX,TEL,0.034863559
BALL,KLAC,0.034864242
SYK,TMUS,0.034865063
HUM,PNC,0.034869129
AIG,FMC,0.034872129
NTRS,TAP,0.034878279
DPZ,KLAC,0.034887689
CVX,LIN,0.034899504
MSFT,NEE,0.034900276
AEP,MLM,0.034901818
LHX,SYY,0.034903263
AZO,SWK,0.034909425
GOOG,OMC,0.034909507
ETN,FITB,0.034921753
SCHW,VMC,0.034927414
ORCL,WAB,0.034931224
DLTR,WAT,0.03493347
EFX,ROL,0.03493377
AMD,PFG,0.034940286
CHD,PHM,0.034941198
KLAC,MSI,0.034947954
EOG,PARA,0.034949473
STZ,TAP,0.034952251
CCL,K,0.034954313
EVRG,RSG,0.034954323
JKHY,MLM,0.034955658
AMT,PTC,0.034958709
EFX,SNPS,0.034962889
CINF,GOOGL,0.03496351
ABT,WY,0.034963579
BA,IPG,0.034979721
MNST,TGT,0.034983617
AAL,FIS,0.034989726
HON,USB,0.03499309
INTC,UNH,0.034996458
ADI,IFF,0.03499871
ALK,CTAS,0.035022746
COO,ODFL,0.035033332
VRTX,WHR,0.035034505
GRMN,ZION,0.035037598
A,ES,0.035041047
CCL,TYL,0.035062188
COST,PHM,0.03506623
DHR,MO,0.035084017
IT,SJM,0.035090169
CRM,PFE,0.035091949
CHD,TFC,0.035109358
BIIB,EOG,0.035114067
BIO,WST,0.035116124
FIS,UPS,0.035116263
AON,WBA,0.035121622
IT,TECH,0.035122184
CBRE,MNST,0.035122194
EXPD,UAL,0.035122757
BR,SPGI,0.035125668
AMD,MRO,0.035129745
UNP,WAB,0.035130461
EIX,INTC,0.035131278
ABT,COO,0.035158846
AMD,SLB,0.03516074
ECL,PKI,0.035169418
CDNS,DD,0.035177554
ESS,VRSN,0.035183133
AKAM,INCY,0.035186276
MNST,STE,0.035191456
DHR,UDR,0.035193779
LLY,MAS,0.035202298
SNA,VMC,0.035204681
HSIC,PEG,0.035206732
PXD,TROW,0.035209833
ADBE,GOOG,0.035214144
CCL,SWKS,0.035214727
LKQ,MRK,0.0352148
ALGN,MCHP,0.035225513
CBRE,PARA,0.035230793
FIS,NI,0.035232293
EOG,UPS,0.035247173
CPRT,ITW,0.03524888
MDLZ,MHK,0.035249973
ALGN,PCG,0.035261341
INTC,PTC,0.035262563
ATVI,PAYX,0.035264193
TYL,XRAY,0.035274625
EXPE,XRAY,0.035279578
CSX,TEL,0.035281654
AEP,WTW,0.035283329
MHK,ROP,0.03528933
JBHT,PHM,0.035289502
HON,PGR,0.035291021
IT,PFE,0.035294122
AIG,WELL,0.035299719
ON,PTC,0.035300902
CCL,ES,0.035303464
DD,TMO,0.035305805
ALGN,DGX,0.035314304
AJG,IP,0.035320151
AES,EMR,0.035321678
AMGN,CDNS,0.035325581
AFL,PKI,0.035327102
CBRE,HAS,0.035346688
CPB,FICO,0.035346981
ADSK,PTC,0.035348447
AXON,ICE,0.035348469
QCOM,XOM,0.035349902
ON,PCG,0.035354786
KMB,PSA,0.03535637
BRO,MCHP,0.035359738
ATO,HAS,0.035374701
ED,MTD,0.035377372
IFF,LEN,0.03537961
HON,LH,0.035382888
ED,TER,0.035392892
EQT,QCOM,0.035397178
AMD,MLM,0.035399614
CBRE,MKC,0.035400093
AMD,KIM,0.035402668
PHM,TGT,0.035406953
COO,ROK,0.035412003
AMT,SNPS,0.0354165
ATVI,LMT,0.035418467
CDNS,PH,0.035420563
MA,NEE,0.035422784
CMI,ETN,0.035437107
FDX,PKI,0.035442771
MDT,PNC,0.035457462
MGM,MO,0.03546348
MHK,STZ,0.035468131
CMS,PNW,0.035471571
DUK,VRSN,0.03547641
APD,FITB,0.035478481
A,TROW,0.035491755
CBRE,PEAK,0.035493828
HRL,STE,0.035501242
NOC,TMUS,0.035502936
COO,MRK,0.035505066
BALL,INTC,0.035519873
EXPE,FDS,0.035527543
O,TER,0.03552898
ORCL,SPG,0.035548533
MAS,REG,0.035554725
MDT,PKI,0.035559478
GEN,TT,0.035563633
CSGP,FITB,0.03556601
MGM,PLD,0.035567453
AXON,HBAN,0.035568611
DPZ,PNC,0.035577433
CMA,SYY,0.035581937
FITB,SWKS,0.0355841
AON,BDX,0.035595865
ICE,T,0.03559605
IT,PNW,0.035607116
ES,MMC,0.035608036
MDT,VMC,0.035612947
CBRE,JKHY,0.035642359
ALGN,MLM,0.035658501
NDAQ,VLO,0.035665399
TER,TT,0.035669655
AJG,PH,0.035679866
AEE,REG,0.03568076
A,LNT,0.035684409
ADSK,BA,0.035695016
CAG,PAYX,0.03569904
IEX,LYV,0.035704407
APD,PCAR,0.035708308
AMD,ETR,0.035709262
MDLZ,TMUS,0.035722553
CSGP,SBAC,0.035735325
CPB,HRL,0.035737041
GOOGL,TMO,0.035739084
CRM,MSI,0.035739416
AMD,HOLX,0.035743965
DD,HON,0.035745856
AAL,KR,0.035750165
APA,CNC,0.035751656
ES,TDG,0.035753504
ADM,CMA,0.035755386
ALL,LHX,0.035755612
ITW,PCG,0.035756122
JKHY,VRSN,0.035768894
ADSK,UPS,0.035774156
MGM,MTD,0.035782844
IT,KMB,0.035785722
MCO,PFE,0.035785862
DD,TER,0.035786693
EXPE,UHS,0.035786721
BLK,OMC,0.035806501
LLY,TYL,0.035813537
CCI,WEC,0.035838207
JNJ,PHM,0.035843282
ABC,KMX,0.0358434
PODD,WMT,0.035844777
ATO,DHI,0.035846817
A,ETN,0.035850543
ACGL,MSI,0.035851029
AMD,CSCO,0.03585442
CSCO,NTRS,0.035856127
GOOGL,JNJ,0.035856443
HIG,KIM,0.035866187
LHX,WM,0.035874932
FMC,WBD,0.035876341
AFL,CBRE,0.0358798
BRK-B,DAL,0.035880407
LLY,SPGI,0.035882281
D,PEP,0.035882597
MS,SWKS,0.035883286
DUK,MRK,0.035886697
DGX,MPWR,0.0358872
NEE,ZBH,0.035888501
HST,NSC,0.035890343
MSI,USB,0.035892278
EL,TER,0.035897381
DOV,PCAR,0.035897537
COF,OKE,0.035897871
NFLX,TMUS,0.035905927
ADSK,JCI,0.035913292
L,VTR,0.035913409
CHRW,CTSH,0.035917876
JKHY,MTD,0.035942832
CDNS,CL,0.035943747
EIX,PKI,0.03594405
A,NSC,0.035954595
IBM,PEAK,0.035957384
IPG,PEG,0.035959709
COF,EIX,0.035966651
PSA,SWK,0.035972719
MCHP,PCG,0.035975846
BF-B,SPG,0.035976798
IVZ,KMX,0.035983565
JBHT,MSI,0.035986244
PWR,RTX,0.03600002
D,TGT,0.03600043
PG,PPG,0.036021568
HIG,SYK,0.036028509
AMD,CMA,0.036030913
CPB,DHI,0.036044197
MAR,PEP,0.036050693
CBRE,SEE,0.03605516
MRK,PH,0.036058625
HAS,K,0.036060218
BF-B,MOH,0.036065324
PWR,SBAC,0.036066311
EBAY,MKC,0.036067009
FITB,HST,0.036070635
ALK,TFC,0.036085622
BR,TXN,0.036100848
BAX,EIX,0.036105876
EXPD,IDXX,0.036106326
AIZ,NDAQ,0.036107724
ES,POOL,0.036111433
ATVI,UNH,0.036112942
GOOG,SYY,0.036120458
BXP,IT,0.036120791
DIS,RMD,0.036130263
AXON,VLO,0.036130268
AON,KLAC,0.03613299
CCL,HD,0.036135701
INTU,O,0.036138913
ADP,SNA,0.036156539
ON,UNH,0.036164919
ICE,PG,0.036167912
EXPE,TFC,0.036180591
AMT,MMC,0.036185914
AMD,TFC,0.036188118
CLX,MHK,0.036189471
ABC,DHI,0.036195735
RJF,WRB,0.036197066
ADSK,PEP,0.036202203
ED,EW,0.036208782
HIG,NDAQ,0.036209797
MGM,NKE,0.036210738
IVZ,VFC,0.036214718
AXON,CME,0.036217566
JKHY,SNPS,0.036222554
AMT,HON,0.036245221
BALL,GIS,0.036258586
CMS,COST,0.036267489
MET,UAL,0.036267958
CINF,TMUS,0.03626931
DRI,NVR,0.036277935
ECL,RMD,0.036281694
CMI,PCAR,0.036282752
AON,MMM,0.03628717
AJG,FITB,0.036292801
IPG,ITW,0.03630553
GOOG,LNT,0.036308822
LNC,SYK,0.036313391
MKC,SO,0.036322258
JBHT,RMD,0.036324166
KO,TJX,0.036333566
AAP,TFC,0.036336932
OXY,PNR,0.036337702
DLR,DRI,0.036341033
AKAM,PNC,0.036357259
ON,PEG,0.036357431
PHM,SWKS,0.036365651
ITW,RSG,0.036367159
ALGN,TFC,0.036367214
HD,SNPS,0.036370937
BA,MHK,0.036373097
GOOGL,TXN,0.036373181
ADBE,BR,0.036375293
PWR,USB,0.036384871
D,TROW,0.036386711
EVRG,TXN,0.036395813
AAP,TECH,0.036396268
PFE,SBAC,0.036402106
CBRE,DLTR,0.036419089
DXCM,LYV,0.03642108
ALK,CNC,0.036425567
MS,TFX,0.03643026
AZO,CLX,0.036432404
ALK,DXCM,0.036433861
BKNG,TRV,0.036435792
CMCSA,KMB,0.036449946
TER,TRV,0.036459497
FRT,GPC,0.03646316
CCL,DRI,0.036465621
ON,RJF,0.036482785
AFL,MTB,0.036483673
ACN,D,0.036489053
AEP,FIS,0.036489054
AMZN,TSN,0.03649636
MSI,ROL,0.036505039
BBWI,CRM,0.036511194
CMCSA,LNT,0.036516039
HST,ORCL,0.036517162
HSY,TFC,0.036521194
JKHY,VMC,0.036521554
ALGN,MDLZ,0.036526815
IRM,MCO,0.036528855
PFE,WELL,0.036531402
AXP,RTX,0.036534571
OMC,PFE,0.036543607
EXPD,MTD,0.036555663
DRI,WRB,0.036567043
FISV,TECH,0.036581878
ADM,URI,0.036587174
MHK,VRSN,0.036603083
ADBE,JPM,0.036609616
INTU,LEN,0.036615106
CRL,HOLX,0.036618163
CBRE,MCD,0.036618438
AVB,BALL,0.036632006
NSC,TER,0.036649234
CHD,CPT,0.036649791
JNJ,MMM,0.036670108
APD,TMO,0.036684418
CLX,CPB,0.03668729
A,CCI,0.036693282
HRL,TRV,0.036693746
FITB,RHI,0.036698246
HUM,TXN,0.036699207
FIS,PTC,0.036700787
PEP,VRSN,0.036710093
BA,FITB,0.036713159
MGM,SHW,0.036713235
CAG,MO,0.03671329
MGM,ORLY,0.03671613
RJF,WEC,0.036716332
FIS,OMC,0.03671676
BIO,GL,0.036718517
LYV,STZ,0.036719519
FISV,NOC,0.036722486
AIG,NDSN,0.036725407
CNC,PEG,0.036727878
FDX,FIS,0.036728056
BLK,IFF,0.03673133
PCAR,PNC,0.03673232
CCL,WST,0.036736104
ANSS,FRT,0.036741534
AMGN,CMCSA,0.036744239
CLX,MTD,0.036745258
CHRW,CPT,0.036747814
AZO,DLTR,0.036754468
AME,DHI,0.036755125
DISH,MRK,0.036768495
PCAR,WAB,0.036771823
HSIC,OMC,0.036779455
CE,USB,0.036787963
CNC,ICE,0.036801062
JNJ,LYV,0.036806868
ABT,CL,0.036810545
MS,RTX,0.036812497
AMD,BG,0.03681832
CL,LH,0.036818766
DHI,PCG,0.036835395
AMD,CRL,0.036835658
AEP,BLK,0.036835768
AAL,UPS,0.036837896
COO,TER,0.036848071
CE,CMS,0.036848643
ACGL,BIO,0.036869014
ESS,RJF,0.036869704
COF,MOH,0.036870787
CL,CSGP,0.036877761
FRT,MSI,0.036886023
EW,MKTX,0.036891153
ETR,KIM,0.036893367
AJG,RMD,0.036895442
COST,REG,0.036898582
NWL,TMO,0.036905619
IFF,PTC,0.036905684
MA,SRE,0.036909896
HBAN,TSCO,0.03691021
AES,COP,0.036917723
BMY,CHD,0.036925339
INTU,PGR,0.036939035
APD,TMUS,0.036943344
MET,PODD,0.036944772
BA,PODD,0.036949437
ABT,BBWI,0.036952197
NSC,TEL,0.036953419
CLX,TSN,0.036956808
CPT,FDS,0.036965619
FITB,VTR,0.036971011
GD,TMUS,0.03698187
AJG,ROK,0.036997298
AVY,MSFT,0.037012611
ILMN,WAB,0.037029408
AME,BIIB,0.037034065
PSA,WAT,0.037035294
AMD,LDOS,0.037044285
FITB,TFX,0.037050361
CPB,VRSN,0.037063646
PWR,WAB,0.037064869
HSIC,VMC,0.037068942
BRK-B,OMC,0.037070369
HAS,TSN,0.037076274
BRK-B,CBRE,0.037080165
JPM,WST,0.037084121
CCL,EW,0.037091649
CLX,SNPS,0.037101545
RHI,UNP,0.037105037
DRI,HUM,0.037106757
AAL,IEX,0.037110161
EVRG,MCHP,0.037119361
CMS,RJF,0.037120332
DOV,PNR,0.037122018
FICO,WM,0.037122191
MDLZ,MMM,0.037122664
HSY,LIN,0.037127565
PEG,TECH,0.037133855
MCHP,PH,0.037134741
DHR,GIS,0.037138267
CCL,HON,0.037150288
FRT,PGR,0.037152661
MGM,NFLX,0.037153624
CAG,CTAS,0.037153681
MDLZ,SHW,0.03716144
ALK,HAS,0.037173932
GIS,TFX,0.037204224
CHD,RMD,0.03720576
ABC,LEN,0.037212774
HON,WAT,0.037237323
GEN,TXN,0.037240431
APH,PG,0.037244324
CDNS,MCHP,0.037245553
MOH,PFE,0.03724672
OXY,WTW,0.03724843
PSA,TGT,0.037253889
ADSK,UNH,0.037253935
ADM,BA,0.037258598
AES,PODD,0.037267579
AMT,WTW,0.037278355
JPM,LRCX,0.037283334
CBRE,PNW,0.03729038
GPN,MAS,0.037299359
BG,MGM,0.037302413
NVR,SBUX,0.037306351
PKI,RMD,0.037307383
ESS,ROST,0.037313982
AAL,MMC,0.037322525
AMZN,MAA,0.037336032
INCY,MAR,0.037338647
MGM,NSC,0.03734221
ADSK,APH,0.037353768
MRK,UAL,0.037354486
PKI,VLO,0.037358144
DD,MMM,0.037360691
MDLZ,RMD,0.037375768
JKHY,TFC,0.037395225
MGM,TDG,0.037399882
COO,PH,0.037406239
FRT,WEC,0.03740669
AFL,PEP,0.037411479
FDX,RJF,0.037413593
ABT,TSCO,0.037422664
FDX,PCAR,0.037424243
ICE,NFLX,0.037424513
HBAN,VFC,0.037426749
DHR,TFX,0.037441778
ROL,VMC,0.037443139
CI,LYV,0.037444205
CPRT,VMC,0.037446216
GOOGL,HON,0.037455439
CMS,EXPE,0.037464645
COF,CTSH,0.03746514
PEG,TMUS,0.03746525
ADM,TEL,0.037467291
MKC,ROST,0.037474683
ALGN,XEL,0.037480266
JNJ,NEE,0.037482764
AOS,PEP,0.037484132
K,OMC,0.037494646
FITB,GS,0.037495999
ADSK,MSFT,0.037504288
MGM,OKE,0.037508189
AEP,DPZ,0.037509872
MA,SJM,0.037516851
CINF,MLM,0.03751979
COF,HST,0.037521316
ADBE,TSN,0.037527932
MS,PG,0.037529103
CE,MDLZ,0.037534088
MGM,WAB,0.037553853
HST,ROK,0.037555852
ACN,NEE,0.03755897
CPT,PH,0.037559803
COO,LKQ,0.037562909
ADBE,MPWR,0.0375751
DVA,WELL,0.037578519
GIS,IEX,0.037585944
ILMN,MOH,0.037587941
ALK,EFX,0.037591094
CPT,JBHT,0.037600095
DVA,WTW,0.037603717
KMB,OMC,0.037605944
CLX,ICE,0.037613979
BAX,DPZ,0.037625687
TMO,TMUS,0.037628761
K,TER,0.037637744
CHD,ROST,0.037642855
ADI,AMT,0.037645108
AXON,FDX,0.037649314
ORLY,ROL,0.037650307
DD,INTC,0.037651818
NVR,TSN,0.037657916
FIS,NVR,0.037660451
EXPD,HAS,0.037671075
CHD,DHR,0.037674119
DUK,IFF,0.037677214
KEY,PWR,0.037680201
MDLZ,MKC,0.037688553
AEP,SHW,0.037691346
CRM,NKE,0.037697982
AVY,TSN,0.037711095
CDNS,SBAC,0.037727279
AAL,APD,0.037729613
MLM,XRAY,0.037732913
NFLX,ORLY,0.037733964
ICE,MLM,0.037747287
LH,MSFT,0.037747809
MGM,SWKS,0.037747897
AME,HBAN,0.037750836
CSCO,HBAN,0.037753994
APH,BA,0.037757474
GEN,SYY,0.037757834
COST,UDR,0.037759876
LRCX,MSFT,0.037759994
NFLX,RCL,0.037762861
BDX,XRAY,0.037772045
SPG,YUM,0.037773532
AAP,EXPE,0.037793219
ES,ICE,0.037793256
APH,MTB,0.037800288
BAX,TFX,0.037807094
IVZ,UNP,0.037808951
ED,WTW,0.037810222
ON,TECH,0.037832665
JPM,PNC,0.037838302
CCL,MKTX,0.037853581
NVR,WAT,0.037870117
PWR,WY,0.037876885
PG,SHW,0.037877137
BAX,MLM,0.037880191
INTU,POOL,0.037898995
IEX,KLAC,0.037900896
COST,TER,0.037914163
AKAM,BALL,0.037921782
MHK,WFC,0.037923354
MKC,TMUS,0.037926167
ABC,LYV,0.037931552
IPG,NVR,0.037934468
PODD,PPG,0.037936983
ON,PCAR,0.037937666
NVR,TYL,0.037938669
DHR,RE,0.037939618
BIO,T,0.037956614
EMR,FITB,0.037960696
ANSS,SPGI,0.037964535
ITW,WM,0.03797025
CBRE,CPT,0.037980326
LOW,MCO,0.037980357
HBAN,MCK,0.037983685
O,ROP,0.037983815
EXPE,LYV,0.037986702
FDX,PEG,0.037993093
CCL,KR,0.037993148
NSC,PKG,0.038011
COST,POOL,0.038015023
APH,CAG,0.038015822
ACGL,GL,0.038016007
AAL,TFC,0.038025081
CCL,DTE,0.038028563
LNC,TECH,0.038034249
PTC,WAT,0.038034293
ICE,PCG,0.038055694
CRM,PKI,0.038057463
FITB,ILMN,0.038060693
MCO,RMD,0.038063758
CBRE,MTB,0.038074659
PPG,TROW,0.038075424
ACN,MSI,0.038080273
CE,INTC,0.038089097
SNA,TGT,0.038089698
APA,FCX,0.038089718
HON,TMO,0.038101678
AAL,RHI,0.038102765
AKAM,CRM,0.038109839
CNP,FAST,0.038123336
CLX,SWK,0.038131184
MAS,TMO,0.038138343
AKAM,BIIB,0.038142226
DISH,RTX,0.038144341
BALL,HUM,0.038146985
RMD,WY,0.038147197
GOOGL,IEX,0.038160103
APH,MTD,0.038161358
MAR,MOH,0.038183136
DHI,MCO,0.038193034
BRK-B,RJF,0.038195357
MS,ROK,0.038196494
HBAN,YUM,0.038198443
EXPD,TTWO,0.038199706
DIS,PHM,0.038200633
CNC,VMC,0.038204188
CBRE,O,0.038209517
FITB,NKE,0.03821451
CPT,UPS,0.038220673
DHI,USB,0.038236587
BRO,DTE,0.038238269
CMCSA,SNPS,0.038242782
INTU,MKC,0.03825531
AKAM,ROK,0.03826353
CMCSA,DUK,0.038265064
NDAQ,REG,0.038272078
ADBE,TMUS,0.038277385
CCL,TECH,0.038282685
BRO,RJF,0.038287121
BIO,MKTX,0.038289244
SNA,WBA,0.038290231
IP,MRK,0.038292969
EXPD,WM,0.038297077
SPG,TER,0.038301275
BKNG,LKQ,0.038312563
D,VRSN,0.038315334
BR,LRCX,0.03833496
ALL,JNJ,0.038339872
COF,ILMN,0.038343833
ES,GIS,0.03835701
ANSS,MHK,0.038360751
ABT,TGT,0.038364355
HIG,SCHW,0.038371985
AON,WFC,0.038373241
MS,STE,0.038373998
AKAM,MMM,0.038379893
AXON,WBA,0.038412103
ROP,XEL,0.038420243
MKC,MSI,0.038422383
DTE,VRSN,0.038427125
PEP,WBA,0.038445279
MO,TDG,0.038451864
FITB,REGN,0.038456936
BIIB,TFC,0.038472093
CRM,VRSN,0.038473862
PNW,RJF,0.038477654
CHD,MHK,0.038481305
CB,IPG,0.038502432
INTC,MRK,0.038518087
ED,MKC,0.038518515
PXD,TRMB,0.038531259
LKQ,LYV,0.038532995
A,COO,0.038534482
APD,SNA,0.038545256
ADM,HST,0.038549271
NUE,USB,0.038550487
AEP,WRB,0.038554568
CDNS,GPC,0.038559024
AEP,CI,0.038560931
A,IEX,0.038566261
BRK-B,HON,0.038570293
HSIC,WAT,0.038589885
NWL,VMC,0.038596937
ADP,ALGN,0.038597948
AIZ,ICE,0.038598065
CMCSA,EBAY,0.038598226
FICO,FISV,0.038608209
WMT,WY,0.038611069
MGM,RMD,0.038619583
AOS,GOOGL,0.038623149
KO,UDR,0.038636828
O,SO,0.03863745
AKAM,IT,0.038640187
GILD,LEN,0.038647422
AMGN,WELL,0.038647701
ADSK,TER,0.038648133
TRMB,XOM,0.038654127
EXPD,LHX,0.038657214
A,KLAC,0.038663157
CL,ORCL,0.038664949
AZO,IPG,0.038675795
AAL,RE,0.038680868
AXP,DOV,0.038684675
AKAM,UPS,0.038691724
PTC,SNPS,0.038693467
MO,ROST,0.038697948
ESS,MTD,0.038701854
DLTR,UDR,0.038703763
ON,WM,0.038717702
BLK,PRU,0.038734265
SPGI,SRE,0.038737677
MRK,SPGI,0.038741288
